sample,Phytol_%,Cholesterol_%,Cholestanol_%,Brassicasterol_%,Campesterol_plus_x_%,Campestanol_plus_x_%,Stigmasterol_%,Fungisterol_%,Sitosterol_plus_x_%,Chondrillasterol_%,Sitostanol_%,b_Amyrin_%,unknown_d5_unsaturated_C30_sterol_M498_%,a_Amyrin_plus_22_dihydrochondrillasterol_plus_Lupeol_%,Triterpenoid_mz_189_371_plus_x_%,Dinostanol_plus_x_%,maybe_Lanosterol_plus_x_%,Friedelin_plus_x_%,Tetrahymanol_%,Diplopterol_%
1_B_8-10_EDGE,0.200402591,0.05853377,0.039778231,0.034075998,0.099411227,0.058258964,0.033045474,0.00810679,0.134517749,0,0.11191492,0.021641007,0.033526385,0.031877546,0.020679184,0.019834154,0.027618047,0.031121829,0.017656313,0.017999821
2_A_78-80_EDGE,0.160673655,0.045765758,0.023532223,0.018856947,0.039116477,0.113765052,0.023791961,0.009298605,0.122959761,0.023064695,0.093817207,0.097453533,0.01272714,0.044726808,0.024519226,0.007854464,0.004363591,0.09667432,0.008467444,0.028571132
2_C_18-20_EDGE,0.173640236,0.049895076,0.019925195,0.037223547,0.049432393,0.016432689,0.022253532,0.008925293,0.162461232,0.023298299,0.033402686,0.057133817,0.0342982,0.046447345,0.047118981,0.007202921,0.008895443,0.150744919,0.013656594,0.037611603
3_B_38-40_EDGE,0.133667105,0.037192515,0.023605801,0.012546156,0.047538634,0.089042033,0.02482474,0.013348872,0.088150126,0,0.136342825,0.097990831,0.027857224,0.034189762,0.007224445,0.018575446,0.011148835,0.095374571,0.025716647,0.07566343
4_B_38-40_EDGE,0.077961731,0.026668213,0.022085476,0.043922491,0.031361376,0.016481287,0.01548744,0.00367171,0.266323238,0,0.079066005,0.089225324,0.00971761,0.071363695,0.024735733,0.008530515,0.040582063,0.095980719,0.014951867,0.061883505
5_A_58-60_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
5_B_68-70_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
6_B_88-90_EDGE,0.173086979,0.029736796,0.01809308,0.021160885,0.029701935,0.011295102,0.019871013,0.008680495,0.198256929,0.025692871,0.049677532,0.039393411,0.04009064,0.083179362,0.117099529,0,0.004322817,0.095136831,0.009586892,0.025936901
1_A_68-70_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
7_B_98-100_EDGE,0.175814125,0.041253948,0.018364352,0.039075126,0.049179111,0.008236424,0.018148864,0.008140651,0.144783878,0.022626222,0.039913134,0.07975444,0.032490776,0.04731155,0.058636632,0.005068753,0.01192366,0.140976926,0.020112197,0.038189232
8_A_98-100_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
9_B_28-30_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
1_B_28-30_EDGE,0.288948055,0.066071522,0.037421039,0.105747847,0.039404855,0.01651788,0.026102845,0.009292613,0.13174628,0,0.049365701,0.022824328,0.029652832,0.040511616,0.026520491,0.02229183,0.01752023,0.007684678,0.020882276,0.041493083
2_B_48-50_EDGE,0.212413348,0.063955077,0.029269262,0.056575645,0.036002683,0.016498124,0.024473874,0.010534947,0.148011032,0.039953288,0.037468631,0.043034263,0.030536437,0.070862425,0.068303228,0,0.003776679,0.061246801,0.008895073,0.038189182
3_A_58-60_EDGE,0.163589183,0.041096295,0.020832433,0.061087244,0.05656142,0.011985472,0.019718034,0.0126905,0.137343956,0.037389214,0.039959154,0.085376587,0.027450597,0.056061078,0.047441545,0.013666167,0.017148094,0.097066402,0.017534723,0.036001901
4_C_58-60_EDGE,0.431167987,0.058787271,0.046152761,0.038302192,0.056303302,0.024778359,0.018215774,0.005489265,0.082553643,0,0.070900454,0.024287699,0.013493166,0.02526902,0.006899914,0.015550874,0.035082232,0.002637301,0.008739892,0.035388895
7_B_58-60_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
1_C_38-40_EDGE,0.197094678,0.035890698,0.021412755,0.15701876,0.039078278,0.014842933,0.019660802,0.010122393,0.157164757,0.026595615,0.046134754,0.025743972,0.024746332,0.076307273,0.050514636,0,0.005401854,0.030440178,0.013261309,0.048568022
2_A_88-90_EDGE,0.190278311,0.054894018,0.025910535,0.057897126,0.037853127,0.017599609,0.025910535,0.010475958,0.174599295,0.031602472,0.041065754,0.041100674,0.030694556,0.078290324,0.074798338,0,0.004574502,0.058351084,0.00991724,0.034186542
2_C_28-30_EDGE,0.17810525,0.04598767,0.018474451,0.041729887,0.052464553,0.011744988,0.019466731,0.009958884,0.158422022,0.03049006,0.03036377,0.06309097,0.047773775,0.054575403,0.060781664,0.003353907,0.009886718,0.110756496,0.015100698,0.037472103
3_B_48-50_EDGE,0.145291389,0.03757478,0.019661222,0.060092761,0.048060765,0.01189756,0.014586274,0.009276064,0.138099079,0.031693218,0.037910869,0.107246085,0.025341131,0.047422195,0.038078914,0.011662298,0.007797271,0.091920414,0.0297439,0.086643813
4_B_48-50_EDGE,0.083514247,0.024112987,0.023992822,0.091324933,0.031763452,0.014780219,0.012457041,0.004245808,0.282306195,0,0.07818696,0.072739508,0.008731945,0.071898357,0.029880877,0.003276482,0.024153041,0.111953152,0.00676926,0.023912713
5_A_78-80_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
5_B_78-80_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
6_B_98-100_EDGE,0.172614803,0.036308952,0.022293882,0.042076215,0.034634585,0.016278565,0.021952808,0.0100462,0.193637407,0.027565037,0.054540944,0.037735264,0.036743047,0.089330563,0.096772193,0,0.003472761,0.070478435,0.006542433,0.026975908
1_A_78-80_EDGE,0.065279478,0.041615667,0.038963688,0.091391269,0.084455324,0.19502244,0.077927377,0,0.188902489,0,0.114035088,0.017951856,0.035495716,0.006119951,0.015707874,0,0.00877193,0.010403917,0.003875969,0.004079967
7_C_18-20_EDGE,0.14270737,0.031246217,0.018521047,0.029610491,0.050720363,0.012506214,0.019165033,0.015739026,0.136164469,0.05182802,0.043263001,0.079403514,0.036617063,0.062556832,0.055035071,0.006367737,0.01365251,0.141857308,0.018469528,0.034569186
8_B_38-40_EDGE,0.14842032,0.04037382,0.021692024,0.031412073,0.043636815,0.030102279,0.017900515,0.007445144,0.174409386,0,0.038995089,0.129095116,0.024748209,0.071464189,0.036881036,0.016252933,0.01206389,0.069281199,0.023668204,0.062157759
1_B_38-40_EDGE,0.261885361,0.063016791,0.03630061,0.033762573,0.048857215,0.017732865,0.027617852,0.009317268,0.204579153,0,0.067792308,0.036267215,0.02511321,0.061580796,0.036500982,0.005757337,0.013692043,0.008749549,0.015762547,0.025714324
2_B_68-70_EDGE,0.182345201,0.078238536,0.025868128,0.059900967,0.040215823,0.024996169,0.026053089,0.009327323,0.164483245,0.01939449,0.037071485,0.047482151,0.031337691,0.057945664,0.060535119,0.005517125,0.015721692,0.060772926,0.012445238,0.040347938
3_B_18-20_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
5_B_28-30_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
