XRF_TrueSurface,age_BP_1950,RABD_660670,RABD_660670norm,RABD_671,RABD_715,RABD_845,RABD_620,RMean,TChl_ug_gsed,TChl_ug_gTOC
249.3,3445.69116,1.204646889,19.30153,1.048791333,1.004771978,1.003475589,1.009328878,0.048494397,71.79304299,314.083472
249.8,3447.26196,1.176649101,18.25531573,1.042593258,1.002736506,1.002970697,1.006179562,0.050931733,62.09494574,268.4722458
250.3,3449.429751,1.208674719,20.58253034,1.049234831,1.004110528,1.004481146,1.007273225,0.045588233,73.18823497,321.249276
250.8,3451.995536,1.197153596,19.34707303,1.046443596,1.00481773,1.002425281,1.006835135,0.048570811,69.1974562,308.4248014
251.3,3454.561321,1.204981011,19.30203034,1.048749775,1.004662899,1.00258118,1.007836,0.048617528,71.90877895,325.5390038
251.8,3457.127106,1.172451798,17.31704494,1.043830337,1.003807764,1.002985382,1.007347371,0.053694029,60.64105029,278.905278
252.3,3459.692891,1.165540449,16.36883596,1.039100449,1.003552899,1.001458978,1.007806719,0.056928856,58.24704228,272.2345153
252.8,3462.258676,1.149830449,15.47479775,1.03463573,1.004508,1.00150473,1.006054539,0.059566198,52.80528706,250.8649587
253.3,3464.824461,1.157370667,16.12092,1.037148222,1.0042755,1.001751556,1.0054063,0.057346666,55.4171277,267.681078
253.8,3467.390246,1.162175843,17.07171124,1.038581685,1.003995,1.001861607,1.004319831,0.054035764,57.08158294,280.4158074
254.3,3469.956031,1.150297416,16.15062022,1.035597978,1.005485787,1.003217596,1.006304303,0.056709962,52.96703858,264.7103602
254.8,3472.521816,1.173969775,17.3853618,1.040316067,1.004849528,1.002462034,1.006093719,0.0531836,61.16685946,311.0788861
255.3,3475.087601,1.154334719,16.71820337,1.034812809,1.003759427,1.002291753,1.006723551,0.055050482,54.36551195,281.4504311
255.8,3477.653386,1.144325169,16.22919551,1.034292472,1.00359318,1.002991382,1.007077022,0.056527363,50.89832391,268.3155658
256.3,3480.219171,1.169383596,17.54442022,1.039775393,1.003595472,1.003513562,1.00812982,0.052601378,59.5782619,316.8355317
256.8,3482.784956,1.18579573,18.53661685,1.043160562,1.005892292,1.003289674,1.012434674,0.049683724,65.26322819,344.2906638
257.3,3485.350741,1.158488333,17.41555556,1.036643778,1.005097667,1.003817911,1.008512433,0.052367166,55.80427401,292.0536324
257.8,3487.916526,1.153640899,16.74261236,1.037345169,1.003271539,1.002329978,1.006029112,0.054922845,54.12518096,281.0349537
258.3,3490.482311,1.187392921,18.35624944,1.042278876,1.004908697,1.003242596,1.008378191,0.050429657,65.81647596,339.0692242
258.8,3493.048096,1.17704382,17.85565169,1.039937191,1.006363,1.002563809,1.00749473,0.051309242,62.23167169,318.1152643
259.3,3495.613881,1.17581573,17.81368876,1.041211685,1.006039742,1.003620461,1.008381169,0.051400856,61.80627611,313.5097316
259.8,3498.179666,1.162826404,16.7977573,1.036179663,1.004698787,1.002561944,1.007873539,0.054903463,57.30692973,288.4673801
260.3,3500.81611,1.160732135,17.22998764,1.036785843,1.003583888,1.002796506,1.007762045,0.053361598,56.58149988,285.7114801
260.8,3503.49966,1.15494236,16.73981348,1.035584944,1.003392337,1.002610292,1.008058449,0.054820593,54.5759913,276.4539693
261.3,3506.18321,1.146382778,17.81569556,1.033383444,1.004127811,1.002234144,1.005668778,0.052275142,51.61105503,262.262513
261.8,3508.86676,1.155832921,17.01491348,1.035557416,1.004167326,1.002550607,1.007133865,0.05373093,54.8844712,279.7818901
262.3,3511.55031,1.139419438,15.5288,1.03134573,1.004070135,1.002179551,1.007835236,0.059292499,49.19903788,251.5983202
262.8,3514.23386,1.127366629,15.65688764,1.028186966,1.004146966,1.004592157,1.006580809,0.057486722,45.02408968,230.9837806
263.3,3516.91741,1.143054831,16.14014944,1.03229236,1.004627809,1.001993146,1.007198449,0.056124746,50.45829442,259.6922337
263.8,3519.60096,1.154332809,17.11201461,1.035325506,1.003413876,1.002161438,1.007262124,0.05399471,54.36485031,280.6977329
264.3,3522.28451,1.169598764,17.1009191,1.039595506,1.004943449,1.002407528,1.008334225,0.053978083,59.6527937,308.9941805
264.8,3524.96806,1.155620787,18.04407978,1.033853146,1.004493764,1.006312921,1.006819101,0.049774329,54.81099025,284.8331184
265.3,3527.65161,1.171096,19.06066,1.038070667,1.006226089,1.005247122,1.008883333,0.047545886,60.17141824,313.7046508
265.8,3530.33516,1.163664382,17.98652135,1.035842921,1.006203708,1.003012978,1.006893854,0.051315545,57.59719507,301.2620975
266.3,3533.01871,1.147882697,16.98201798,1.031176742,1.006338079,1.002992607,1.008118899,0.053675418,52.1306089,273.0104735
266.8,3535.70226,1.142455056,16.38486629,1.032794831,1.004345427,1.003381112,1.006726685,0.055641472,50.25053947,262.5696852
267.3,3538.38581,1.175613258,19.1301809,1.038001124,1.00614718,1.003372034,1.00817964,0.048427229,61.73614228,321.8569606
267.8,3541.06936,1.162267753,18.36616067,1.036372247,1.006986719,1.003159989,1.006376157,0.049490709,57.1134195,297.0867972
268.3,3543.75291,1.162585506,18.35120225,1.036099663,1.006520955,1.004741708,1.006758539,0.049267613,57.22348525,296.9911197
268.8,3546.43646,1.152381011,17.27252247,1.035592809,1.005590798,1.002726809,1.009777798,0.052791043,53.68877102,278.0217541
269.3,3549.12001,1.142625667,18.12038556,1.033361156,1.002551533,1.000954878,1.008317367,0.051647579,50.30963689,259.9410304
269.8,3551.80356,1.135728315,17.59510449,1.029651326,1.003486539,1.000524775,1.009185348,0.052893319,47.92047702,247.0445583
270.3,3555.803006,1.167843596,18.50305843,1.03667809,1.005006966,1.002991011,1.010404011,0.04937527,59.04482441,303.7166915
270.8,3560.679716,1.166263708,18.24030562,1.034962697,1.007179708,1.003654236,1.007540404,0.04953673,58.49757031,300.2337207
271.3,3565.556426,1.150603708,17.31542697,1.033401798,1.005599326,1.003428146,1.01072336,0.052573361,53.07313449,271.7899123
271.8,3570.433136,1.152770562,18.17453258,1.033748989,1.006491596,1.003722539,1.008485258,0.049782297,53.82370666,275.0244375
272.3,3575.309846,1.135174944,16.28277753,1.028768202,1.003087191,1.003252798,1.006380663,0.055590692,47.72879603,243.3432866
272.8,3580.186556,1.156925506,18.14492022,1.031879438,1.00671527,1.003259157,1.010690685,0.049614801,55.26292927,281.1357734
273.3,3585.063266,1.149907111,17.84840667,1.029472889,1.006700156,1.004165111,1.0087179,0.050550171,52.83184175,268.1781456
273.8,3589.939976,1.140645843,17.45697416,1.029923146,1.006612584,1.00376327,1.006203292,0.051492746,49.62384966,251.3423094
274.3,3594.816686,1.15835618,17.87473371,1.032966517,1.008945685,1.004399022,1.009578596,0.050486245,55.7584976,281.7966414
274.8,3599.693396,1.158514607,18.61143483,1.033032022,1.009062067,1.004799629,1.010896506,0.048367799,55.8133748,281.4587202
275.3,3604.570106,1.158445281,18.19404045,1.032348876,1.007920798,1.004050809,1.009022921,0.049404245,55.78936116,280.7253008
275.8,3609.446816,1.163169101,19.04582135,1.033024494,1.008671258,1.002732258,1.007350416,0.047345413,57.42563572,288.3312924
276.3,3614.323526,1.148362472,17.14504157,1.030548652,1.008793888,1.003405393,1.007465427,0.052522933,52.29679729,262.0106278
276.8,3619.200236,1.172877416,19.01139888,1.033052135,1.008984663,1.003288258,1.006188225,0.047188201,60.78847924,303.8959977
277.3,3624.076946,1.174136778,18.74437667,1.035521778,1.009896422,1.0030116,1.009945978,0.048026769,61.22470712,305.4163875
277.8,3628.953656,1.170683258,18.62017191,1.03410573,1.009648539,1.003881045,1.008188596,0.04798919,60.02844952,298.8041917
278.3,3633.830366,1.147767303,17.76194831,1.029748652,1.008152551,1.003840506,1.006395371,0.050673675,52.09063806,258.735005
278.8,3638.707076,1.168393933,19.00763146,1.03706,1.007763539,1.002846146,1.007157225,0.04738639,59.23545456,293.5926612
279.3,3643.583786,1.164477303,19.79340337,1.031882921,1.008988157,1.005099146,1.005005056,0.045175275,57.87878126,286.0537183
279.8,3648.460496,1.17673618,20.1405427,1.034495169,1.009961742,1.004970393,1.009987101,0.043998448,62.12510874,306.1492588
280.3,3652.496429,1.175498427,19.86534045,1.035058539,1.009874303,1.004288112,1.006492618,0.045163096,61.69636604,303.1566667
280.8,3655.971844,1.165320899,19.34067978,1.034034719,1.008362944,1.002476933,1.006551764,0.047384598,58.17099261,285.0093699
281.3,3659.447259,1.166659889,19.93725889,1.032224111,1.008431233,1.003371089,1.008826167,0.044991771,58.63480266,286.4553063
281.8,3662.922674,1.16496382,19.47573708,1.034946292,1.007231888,1.003252461,1.007443494,0.046394699,58.04730485,282.7716063
282.3,3666.398089,1.171216517,20.28710787,1.035340787,1.00810482,1.003176528,1.007937933,0.044902002,60.21316383,292.4833141
282.8,3669.873504,1.173058764,19.84049663,1.035660337,1.007584427,1.003011382,1.008443753,0.045820663,60.85129612,294.7399079
283.3,3673.348919,1.158322135,17.67455843,1.032083146,1.005640438,1.002332472,1.005993685,0.051194198,55.74670484,269.2472697
283.8,3676.824334,1.159586292,17.62290674,1.032594045,1.00594964,1.002030775,1.007680596,0.051401216,56.18459374,270.5925659
284.3,3680.299749,1.160553708,17.95206067,1.033634607,1.008202438,1.003586663,1.008379629,0.049617497,56.51969493,271.4366133
284.8,3683.775164,1.147017303,17.86429101,1.028447303,1.006380865,1.004261427,1.007499404,0.050305729,51.83084707,248.2163598
285.3,3687.250579,1.160136889,18.66538778,1.033186111,1.007814111,1.0041272,1.0090018,0.048213614,56.37531384,269.220421
285.8,3690.725994,1.163450112,20.31308652,1.033547416,1.009417067,1.005083067,1.008741674,0.04423927,57.52297464,273.9307133
286.3,3694.201409,1.141101348,17.2499236,1.030526067,1.005837,1.003439146,1.005327337,0.053166425,49.78163133,236.4026266
286.8,3697.676824,1.135263596,16.50323596,1.027575281,1.004631404,1.003747449,1.006052798,0.054720084,47.7595039,226.1674793
287.3,3701.152239,1.144394944,17.02457753,1.029488989,1.00519064,1.003745607,1.007772921,0.052817651,50.92249323,240.4753498
287.8,3704.627654,1.142450225,17.82502584,1.028844045,1.005395584,1.005329213,1.007025483,0.049905062,50.24886591,236.6361464
288.3,3708.103069,1.151784607,17.37009326,1.031568989,1.006250292,1.00317273,1.006101708,0.05187536,53.48218367,251.1662058
288.8,3711.578484,1.16266191,17.35423596,1.032626742,1.008552348,0.999534978,1.006413225,0.053004838,57.24995085,268.1191092
289.3,3715.053899,1.100242921,14.77358652,1.014658539,1.009220438,1.004383348,1.00287964,0.058833057,35.6287632,166.4015148
289.8,3718.529314,1.115738876,14.93481348,1.019893146,1.007654393,1.002998191,1.004835348,0.05874843,40.99637583,190.9453819
290.3,3730.43418,1.104237416,16.40283146,1.017284831,1.007932955,1.006283596,1.004128607,0.052622822,37.01240806,171.9180461
290.8,3747.95868,1.144588202,16.77455169,1.026645281,1.008942022,1.001011303,1.008120326,0.053191344,50.98943563,236.1935378
291.3,3765.48318,1.158258427,17.05719888,1.029764157,1.007395225,1.002076506,1.008094393,0.052726529,55.7246372,257.4257393
291.8,3783.00768,1.154100899,18.61280787,1.031670337,1.007332348,1.004508888,1.008112506,0.047989046,54.28451943,249.7989205
292.3,3800.53218,1.137324382,16.65092022,1.025957416,1.009321989,1.002998551,1.009218539,0.053741712,48.47333559,221.8833272
292.8,3818.05668,1.126539222,15.24920111,1.019322333,1.007537733,0.999949744,1.006049178,0.058581519,44.73748584,203.7101097
293.3,3835.58118,1.120633708,15.10921124,1.020316966,1.007116944,0.999801685,1.00675909,0.059199797,42.69188663,193.382654
293.8,3853.10568,1.117369101,15.27691124,1.018810225,1.007612753,0.999762629,1.006881247,0.058167431,41.56106608,187.2844841
294.3,3870.63018,1.127680787,16.96493708,1.023768764,1.007799135,1.002078034,1.00677936,0.052531153,45.13290999,202.3313022
294.8,3888.15468,1.154168989,18.92931124,1.031654719,1.007186674,1.005933584,1.009086562,0.0470295,54.30810495,242.2147348
295.3,3905.67918,1.15798236,20.51968652,1.032597528,1.006892461,1.006221629,1.008845539,0.043607321,55.62901077,246.8396086
295.8,3923.20368,1.156558876,18.88348202,1.029219663,1.010036933,1.00492327,1.009471753,0.047289997,55.13593331,243.4092949
296.3,3940.72818,1.143261685,18.46855393,1.024762809,1.010188764,1.005463708,1.004354506,0.048062261,50.52994613,221.9480731
296.8,3958.25268,1.152743222,18.19644667,1.028752889,1.008955067,1.003667156,1.009262644,0.049448497,53.81423655,235.1857101
297.3,3975.77718,1.132475843,16.66174045,1.026888652,1.006937506,1.003999944,1.009931045,0.053459324,46.79385983,203.481437
297.8,3993.30168,1.149739551,19.25205506,1.029969101,1.008561787,1.007503225,1.01062509,0.045735693,52.77380079,228.3428121
298.3,4010.82618,1.14416618,19.19438876,1.029913146,1.007673494,1.00684427,1.009655146,0.046548549,50.84325212,218.9001695
298.8,4028.35068,1.133142472,18.23751236,1.026771348,1.007218865,1.005726551,1.008222629,0.049130429,47.02477218,201.4623672
299.3,4045.87518,1.135422472,18.9737764,1.027791124,1.006931854,1.007499213,1.006895899,0.047265115,47.81453678,203.8413042
299.8,4063.39968,1.1333225,26.543025,1.028555,1.0028715,1.0059625,1.0105075,0.0335244,47.08713175,199.7606404
300.3,4070.703013,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
300.8,4071.192234,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
301.3,4071.681456,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
#NV,#NV,1.18736,11.99956667,1.05308,0.991670333,0.997044,1.00599,0.087793733,65.8050724,#NV
#NV,#NV,1.159295393,10.42391764,1.050788876,0.993477,0.996025506,1.006200427,0.102087961,56.08382987,#NV
#NV,#NV,1.131502921,9.655583258,1.045235393,0.994395742,0.995906551,1.005056438,0.115710787,46.45685157,#NV
#NV,#NV,1.135104494,10.46708382,1.047945056,0.994883169,0.997216719,1.008673079,0.109792785,47.70439319,#NV
#NV,#NV,1.167760787,17.27371236,1.038765393,1.007199157,1.002665382,1.011026045,0.05503928,59.01614037,#NV
#NV,#NV,1.183565778,16.90332,1.044027667,1.006693122,1.0016827,1.010972333,0.055607171,64.49079942,#NV
#NV,#NV,1.175670449,18.50051236,1.040838764,1.008017326,1.004340697,1.010049169,0.049539525,61.75595256,#NV
#NV,#NV,1.180540225,19.32053371,1.043736854,1.006773663,1.002793899,1.010731921,0.048728198,63.4427842,#NV
#NV,#NV,1.194293708,24.06764831,1.045360562,1.006262292,1.004892517,1.011139146,0.038233622,68.20682549,#NV
#NV,#NV,1.188748427,22.42518989,1.044686742,1.007912416,1.00573573,1.014547292,0.040877342,66.28600682,#NV
#NV,#NV,1.176082697,21.98811236,1.040969438,1.00702209,1.006075618,1.009171831,0.041405846,61.89875003,#NV
#NV,#NV,1.189128202,22.77249438,1.043399888,1.008277202,1.006023933,1.010429461,0.040189222,66.41755641,#NV
#NV,#NV,1.187164944,21.43131236,1.04343573,1.007548449,1.005060416,1.008594371,0.042638864,65.73750729,#NV
#NV,#NV,1.147791333,19.00417,1.034693889,1.005481478,1.006546356,1.005248289,0.047318631,52.09896175,#NV
#NV,#NV,1.173875169,21.17579438,1.03986764,1.007537607,1.005267,1.009229326,0.043213613,61.13408883,#NV
#NV,#NV,1.179490787,22.47521348,1.04094,1.006461449,1.005282416,1.010075899,0.040713421,63.07927141,#NV
#NV,#NV,1.194203708,22.55493708,1.044090225,1.00734264,1.00478891,1.010586573,0.040331165,68.17565057,#NV
#NV,#NV,1.159074607,19.10802697,1.038110899,1.006411292,1.003876079,1.007359,0.048171339,56.00735207,#NV
#NV,#NV,1.164017753,19.50577079,1.039653483,1.006812517,1.004260775,1.007440416,0.047247688,57.71959847,#NV
#NV,#NV,1.176227528,20.75116517,1.040250449,1.008235989,1.004909955,1.009938461,0.043942422,61.94891791,#NV
#NV,#NV,1.202519775,23.85421124,1.045628652,1.009445697,1.005174888,1.012607281,0.038224331,71.05623639,#NV
#NV,#NV,1.168427333,19.59212889,1.038885778,1.006341589,1.002963833,1.008634067,0.047191478,59.24702417,#NV
#NV,#NV,1.160016517,19.79710225,1.036658652,1.006368101,1.003910506,1.009744,0.046031876,56.33361842,#NV
#NV,#NV,1.158474831,19.49670225,1.03573191,1.00680691,1.00312173,1.009550112,0.046718584,55.79959712,#NV
#NV,#NV,1.143820562,17.80826966,1.033525843,1.005631494,1.002496438,1.006504775,0.051545074,50.7235342,#NV
#NV,#NV,1.161145618,19.6419809,1.037327753,1.006713506,1.003367213,1.007354034,0.046468925,56.72472548,#NV
#NV,#NV,1.164653933,19.12633146,1.039178764,1.006501888,1.002709315,1.010167461,0.047693273,57.9399635,#NV
#NV,#NV,1.165317191,19.45993483,1.038551573,1.007334124,1.004222944,1.011847685,0.047042891,58.16970825,#NV
#NV,#NV,1.160305955,18.88906966,1.038011124,1.005111562,1.004019876,1.00828836,0.048264248,56.43387633,#NV
301.8,4072.170677,1.159576222,18.95654889,1.037473,1.005148644,1.004149611,1.010608167,0.04816698,56.18110565,233.777221
302.3,4072.659899,1.161452921,19.24929775,1.038591573,1.006099506,1.003868461,1.01051982,0.047419875,56.83117167,235.3556852
302.8,4073.14912,1.138653146,17.30737191,1.033158764,1.004622337,1.004976506,1.00668136,0.052344479,48.93360349,201.6885816
303.3,4073.638342,1.183132247,21.7678809,1.04212191,1.006932843,1.005439663,1.013160337,0.041522158,64.34062963,263.9399998
303.8,4074.127563,1.172690787,21.53520562,1.040049888,1.005805191,1.005357202,1.011541067,0.042066053,60.72383313,247.9331205
304.3,4074.616785,1.151236966,18.31880337,1.037243483,1.004873865,1.004178461,1.010924517,0.049598788,53.2924876,216.5740431
304.8,4075.106006,1.156959663,18.74895281,1.036728652,1.005739966,1.004240101,1.009898831,0.048695489,55.27476095,223.5845644
305.3,4075.595228,1.153277079,19.02567416,1.033437191,1.006883787,1.006775169,1.00756882,0.047660793,53.99915801,217.4131804
305.8,4076.084449,1.170197778,18.84493556,1.040033444,1.005165678,1.004772111,1.010385167,0.048434187,59.86028486,239.9003668
306.3,4076.573671,1.173950562,19.64879551,1.039697416,1.005789629,1.004459427,1.012046551,0.046403513,61.16020414,243.9852324
306.8,4077.062892,1.165424831,19.36546742,1.039763258,1.005129427,1.006183382,1.011985674,0.047042036,58.20699361,231.1433537
307.3,4077.552114,1.161170787,18.53266517,1.03838,1.005368315,1.005577978,1.010017101,0.048984454,56.73344356,224.4394439
307.8,4078.041335,1.178541461,19.90091124,1.042890449,1.005789247,1.005637674,1.011395045,0.046147727,62.75043635,248.5517016
308.3,4078.530557,1.160537753,18.51567079,1.038167978,1.005631124,1.005037213,1.009327292,0.049143983,56.51416829,224.128949
308.8,4079.019778,1.16515618,18.41278202,1.039925618,1.005051697,1.003550011,1.007812843,0.050235129,58.11393589,230.7608878
309.3,4079.509,1.169,18.80819326,1.040817191,1.005075213,1.003855371,1.009504775,0.049191031,59.44538903,236.3426265
309.8,4079.998221,1.147230222,16.782,1.035354111,1.005345311,1.003645744,1.006879289,0.054587067,51.9045996,206.6200105
310.3,4080.738062,1.161014045,18.54744719,1.037582022,1.004927517,1.003208303,1.007278528,0.049518562,56.67915016,225.9088229
310.8,4081.644982,1.154331685,17.45662697,1.036819663,1.003587831,1.001511685,1.006438685,0.052463696,54.36446111,216.9546485
311.3,4082.551902,1.145415056,16.98687865,1.035168427,1.003904888,1.000573719,1.004673169,0.054312587,51.2758479,204.88559
311.8,4083.458822,1.147350562,17.37360449,1.034965169,1.005079742,1.001387438,1.006670955,0.052500864,51.94628378,207.8253036
312.3,4084.365742,1.156531124,18.29664157,1.036649888,1.004669427,1.000905921,1.006355921,0.049637556,55.12632007,220.8253887
312.8,4085.272662,1.144548539,17.61214382,1.030959551,1.00534782,1.000882146,1.006429404,0.051254629,50.97569687,204.4560291
313.3,4086.179582,1.158348652,18.26105281,1.037754831,1.003947831,1.002491067,1.007623079,0.049627624,55.75588996,223.9107479
313.8,4087.086502,1.139799444,16.85016778,1.032718667,1.004334511,1.002449367,1.006064944,0.053739793,49.33066747,198.357812
314.3,4087.993422,1.157455056,20.01932022,1.033913146,1.008036225,1.006270775,1.007597787,0.043838801,55.44635922,223.8177644
314.8,4088.900342,1.15553,19.91505281,1.034978202,1.004979888,1.003163742,1.006809225,0.045192473,54.77954289,222.0655435
315.3,4089.807262,1.158325393,18.75784831,1.036314831,1.005491989,1.002244764,1.006610775,0.048789901,55.74783352,226.9550553
315.8,4090.714182,1.149155618,17.97771798,1.034346966,1.005180809,1.003700056,1.007276551,0.049991965,52.57153355,214.9411224
316.3,4091.621102,1.17026809,19.05493933,1.039080225,1.006077831,1.003475831,1.007857888,0.047057933,59.88464013,245.8947662
316.8,4092.528022,1.154948539,18.50009213,1.036106742,1.003881562,1.003180888,1.007171674,0.048917012,54.5781319,225.0741015
317.3,4093.434942,1.152793111,18.43049,1.035678111,1.006023211,1.003802022,1.008976456,0.04864564,53.83151747,222.9587966
317.8,4094.341862,1.145699101,18.49739101,1.032872472,1.004961101,1.004813202,1.008081562,0.048580835,51.37423765,213.7089417
318.3,4095.248782,1.141777303,18.20871798,1.033312135,1.004677191,1.003900854,1.007820888,0.049495596,50.01577404,208.9690011
318.8,4096.155702,1.149749438,17.49478764,1.036098876,1.003540517,1.004266517,1.009222449,0.05215633,52.77722574,221.4763342
319.3,4097.062622,1.142584045,17.13586067,1.036727753,1.003948539,1.005085124,1.008731506,0.053021693,50.29521962,211.9931243
319.8,4097.969542,1.155974831,17.90173371,1.040586517,1.003341978,1.004792764,1.009069562,0.051007392,54.93362716,232.571297
320.3,4101.219552,1.171900674,18.93260112,1.043939438,1.004038427,1.006697056,1.012186562,0.048254126,60.4501477,257.0671182
320.8,4106.031622,1.167327865,19.21287303,1.041799326,1.003247719,1.00662427,1.011087573,0.047830744,58.86618161,251.4519334
321.3,4110.843692,1.168229222,19.05452444,1.041582333,1.003468944,1.005845822,1.011594611,0.048315214,59.17840087,253.9223879
321.8,4115.655762,1.194705843,20.28237079,1.048589326,1.004294629,1.006562022,1.016106753,0.045399973,68.34958404,294.5988736
322.3,4120.467832,1.168139775,19.68352584,1.040745169,1.004255494,1.00587864,1.011713831,0.046344038,59.14741752,256.0927558
322.8,4125.279902,1.130065056,18.40990674,1.029146854,1.004159831,1.007815685,1.007907685,0.048060354,45.95879235,199.8965773
323.3,4130.091972,1.150623708,18.1734236,1.037427865,1.002240551,1.001563315,1.009557562,0.051008206,53.08006225,231.927604
323.8,4134.904042,1.157944157,19.70382022,1.038285281,1.002158461,1.001277348,1.008387528,0.047222198,55.61577797,244.1250866
324.3,4139.716112,1.171004045,19.36195393,1.040984831,1.004275169,1.002003427,1.008671101,0.047942346,60.13956611,265.2022789
324.8,4144.528182,1.158978202,19.41323596,1.038160337,1.00321127,1.003728933,1.008167067,0.046264037,55.97395871,247.9789568
325.3,4149.340252,1.140500889,17.37552667,1.032362667,1.003662133,1.004601944,1.008021178,0.05142269,49.5736394,220.6484171
325.8,4154.152322,1.147454607,17.77569101,1.034749775,1.003624831,1.000752382,1.005439483,0.052372004,51.9823237,232.4536449
326.3,4158.964392,1.151167303,18.64493933,1.03423618,1.00448,1.001363753,1.005882584,0.048796878,53.2683572,239.3261596
326.8,4163.776462,1.153652921,17.75815169,1.035946517,1.004085258,1.001370854,1.007042685,0.051656692,54.1293454,244.3450081
327.3,4168.588532,1.149417865,17.57183483,1.035181124,1.004769303,1.002334652,1.006850955,0.051479888,52.66237283,238.8529818
327.8,4173.400602,1.151870674,17.7946573,1.035398202,1.00484482,1.001029202,1.005242483,0.051324151,53.51199639,243.8657216
328.3,4178.212672,1.14663573,16.92146854,1.03579,1.003420404,1.00059591,1.005610708,0.054120117,51.69867476,236.7327183
328.8,4183.024742,1.135165169,15.79888764,1.031633258,1.00324791,1.000046652,1.004682337,0.05816364,47.72540999,219.5926573
329.3,4187.836812,1.155433667,18.32671556,1.037272333,1.002778956,1.000529978,1.007552489,0.050251192,54.74617418,253.1169872
329.8,4192.648882,1.153406966,17.70257865,1.036572584,1.00315209,1.001209112,1.007916022,0.051649838,54.04414952,251.0878937
330.3,4196.216699,1.146894831,17.10875281,1.034223483,1.003215191,1.001113775,1.008167989,0.053604344,51.78842427,241.7851647
330.8,4198.955014,1.177611573,20.15500562,1.041160787,1.004137876,1.001676022,1.01066309,0.046043735,62.42833444,292.892982
331.3,4201.693329,1.159756067,19.03564831,1.038100899,1.003205584,1.002459831,1.009734213,0.048178937,56.24340186,265.1792656
331.8,4204.431644,1.159034607,18.04088315,1.03777,1.003489146,1.002222685,1.008114764,0.050942471,55.99349655,265.3120288
332.3,4207.169959,1.183442247,19.90160225,1.044683596,1.003417101,1.003156562,1.010240753,0.046543916,64.44800991,306.8957993
332.8,4209.908274,1.192240787,20.86464157,1.04414236,1.003386393,1.003377753,1.010242517,0.044979335,67.4957182,323.0208483
333.3,4212.646589,1.169248778,18.17467889,1.039995222,1.0021365,1.003794044,1.010295356,0.05061519,59.53156266,286.3422526
333.8,4215.384904,1.161665955,18.16776067,1.040171124,1.002166258,1.004618831,1.009459528,0.050386628,56.90496399,275.0952985
334.3,4218.123219,1.189885843,20.49114607,1.047309101,1.003296461,1.004530056,1.012841225,0.045771374,66.67999396,323.9922164
334.8,4220.861534,1.184198315,19.05510449,1.04651236,1.002020303,1.003979225,1.011175753,0.049360784,64.70990258,316.0290775
335.3,4223.599849,1.155797978,16.60115281,1.040362697,1.001885618,1.002923011,1.008055652,0.056114802,54.87236708,269.363436
335.8,4226.338164,1.173266629,17.08232135,1.044387079,1.000594809,1.004096202,1.009228663,0.055466749,60.92329812,300.6135143
336.3,4229.076479,1.187253596,18.54961348,1.045561798,1.003103112,1.003588236,1.012322438,0.050818569,65.76821516,326.2067263
336.8,4231.814794,1.187161798,18.8151191,1.045625056,1.00114536,1.00470764,1.011460831,0.04965779,65.73641753,327.7527811
337.3,4234.553109,1.159356889,16.44675889,1.040061556,1.001581544,1.003610356,1.010191289,0.056990381,56.10513121,281.2019265
337.8,4237.291424,1.166376629,16.18205955,1.043173933,1.000956944,1.002515663,1.007517775,0.058614013,58.53668491,294.9383002
338.3,4240.029739,1.175623258,17.42125281,1.045318876,1.000004652,1.002723787,1.008993775,0.054089218,61.73960616,312.7277031
338.8,4242.768054,1.155358764,15.28199551,1.042084045,0.999084989,1.002559876,1.007919596,0.061787569,54.72022881,278.6519558
339.3,4245.506369,1.18086382,17.38336067,1.048056854,0.999167618,1.002147337,1.007475315,0.054930038,63.55487379,325.3771964
339.8,4248.244684,1.18741618,18.15294719,1.049986067,0.998194472,1.003117528,1.010702157,0.052036358,65.8245324,338.8149771
340.3,4252.278738,1.171688652,16.9193573,1.044716854,0.99932082,1.003573517,1.008337382,0.055281229,60.37670566,312.4592847
340.8,4257.176618,1.164215506,16.99958202,1.041477079,0.999899393,1.002978921,1.008147876,0.055549652,57.78809767,300.6937492
341.3,4262.074498,1.159619556,15.94013222,1.041040778,1.000531622,1.001895578,1.007675833,0.05936661,56.19611579,294.0134496
341.8,4266.972378,1.18923382,17.67230112,1.04983427,0.999472045,1.001753798,1.010546742,0.054195615,66.45414121,349.5995816
342.3,4271.870258,1.170475506,16.29434944,1.045064944,0.999967573,1.002160888,1.009260966,0.058003891,59.95648644,317.1656799
342.8,4276.768138,1.176933483,17.5255,1.044816404,0.999771281,1.002793517,1.008226775,0.054025889,62.19345226,330.8332751
343.3,4281.666018,1.193082921,21.02095169,1.050803483,0.99911609,1.002439809,1.007686831,0.044880897,67.78742359,362.6115674
343.8,4286.563898,1.175912247,18.0362382,1.046169213,0.998707416,1.001368112,1.004068213,0.052560161,61.83970839,332.6607912
344.3,4291.461778,1.178843596,18.46719213,1.046730337,0.999255124,1.001450798,1.005232865,0.050868312,62.85509222,340.0400826
