age_BP_1950,C16_alkanol_%,C18_alkanol_%,Phytol_%,C20_alkanol_%,C22_alkanol_%,C24_alkanol_%,C26_alkanol_%,C28_alkanol_%,Cholesterol_%,Cholestanol_%,Brassicasterol_%,Campasterol_plusX_co_eluting_%,Campastanol_plusX_%,Stigmasterol_%,C30_alkanol_%,unknown_M486_20.75min_%,Fungisterol_%,Sitosterol_plus_x_%,Chondrillasterol_%,Sitostanol_%,b_Amyrin_%,unknown_d5_unsaturated_C30_sterol_M498_%,a_Amyrin_plus_22_dihydrochondrillasterol_plus_Lupeol_%,Triterpenoid_mz_189_371_plus_x_%,Dinostanol_plus_x_%,C32_alkanol_%,maybe_Lanosterol_plus_x_%,Friedelin_plus_x_%,Tetrahymanol_%,Diplopterol_%,n.alk_C17_%,n.alk_C22_%,n.alk_C23_%,n.alk_C24_plus_x_%,n.alk_C25_%,n.alk_C26_%,n.alk_C27_%,n.alk_C28_%,n.alk_C29_%,n.alk_C30_%,n.alk_C31_plus_x_%,n.alk_C32_plus_x_%,n.alk_C33_plus_x_%,n.alk_C34_%,n.alk_C35_%,C13.0.FAME_%,C14.0.FAME_%,C15.0.FAME_%,C16.0.FAME_%,C17.0.FAME_%,C18.0.FAME_%,C20.0.FAME_%,C21.0.FAME_%,C22.0.FAME_%,C23.0_FAME_%,C24.0.FAME_%,C25.0.FAME_%,C26.0.FAME_%,C27.0.FAME_%,C28.0.FAME_%,C29.0.FAME_%,C30.0.FAME_%,C31.0.FAME_%,C32.0.FAME_%,C33.0.FAME_%,C34.0.FAME_%,C36.0.FAME_%
-17.289543,0.098871364,0.009887136,0.064266386,0.010622334,0.021498184,0.026771323,0.058410159,0.046444189,0.013892694,0.009912488,0.013943397,0.020053141,0.005856227,0.006819589,0.02999098,0.003549228,0.004842162,0.052097603,0,0.021016503,0.012929332,0.010444872,0.015794067,0.008061819,0.009823757,0.004208371,0.000380274,0.002306998,0.020002437,0.01102796,0,0,0.002280452,0.000478387,0.002863265,0.00071123,0.00622044,0.000575758,0.007575164,0.001010398,0.006633913,0.000666073,0.002308675,0.000605392,0.000907383,0,0.002965384,0.002452468,0.04771522,0.003226047,0.026368937,0.017290601,0.002774792,0.026012979,0.005667303,0.055916273,0.005759797,0.053040579,0.009313773,0.060030814,0.004078104,0.02079693,0.001513523,0.00637922,0.00041762,0.001656467,6.17E-05
-10.3871785,0.01200774,0.001987629,0.077804417,0.008995559,0.01700755,0.013278183,0.032703674,0.016228891,0.009261943,0.005635032,0.011188099,0.01120859,0.002725306,0.008114445,0.011065153,0,0.006495655,0.018667323,0.006126816,0.009323416,0.006024361,0.007089894,0.010880734,0.00219254,0.004891207,0.001885174,0.00020491,0,0.006249762,0.010757787,0,0.000135223,0.003658858,0.000947943,0.002996128,0.000828412,0.004794636,0.000517354,0.006624065,0.001353611,0.00570612,0.000755493,0.002233712,0.000899485,0.000955327,0.000231609,0.005534143,0.002170108,0.052772532,0.002466143,0.028071953,0.022588373,0.004500059,0.046731949,0.011496436,0.131485238,0.011266458,0.12499367,0.011515193,0.143196157,0.004709649,0.021478445,0.001525845,0.007044493,0.000582284,0.003231104,0
4.047767,0.096161278,0.007389856,0.068092245,0.008942347,0.025460849,0.021610672,0.033005954,0.024001507,0.0168911,0.014748662,0.016270103,0.021113874,0.007669304,0.012916723,0.016984249,0,0.001862989,0.029621524,0,0.019561384,0.013040922,0.011426332,0.01338247,0.003632828,0.000745196,0.003136031,0.001304092,0.001108478,0.00752337,0.010193654,0.001578251,0.000663369,0.003692542,0.001161681,0.005517592,0.001050072,0.010058994,0.000866152,0.012325765,0.000619354,0.010236626,0.000388275,0.003335706,0.000319109,0.000617782,0,0.002252359,0.003394916,0.046854039,0.006553984,0.027117402,0.026062633,0.004115566,0.049731398,0.010982705,0.073777521,0.010683963,0.079726159,0.007870808,0.054609543,0.004253145,0.021848796,0.001648323,0.007503931,0.000260744,0.000411426,0.000111373
26.772938,0.045658227,0.007139819,0.086465039,0.010856186,0.030994137,0.038646559,0.031360282,0.025209053,0.009647909,0.012137692,0.011588475,0.018655066,0.005785084,0.005821699,0.016732807,0,0.001171663,0.033630378,0,0.020504096,0.013034747,0.008366403,0.012650295,0.004704958,0.003428944,0.002654548,0.002581319,0.001665958,0.004192355,0.005785084,0.000767169,0.00039909,0.002090501,0.00067616,0.003247996,0.000591219,0.009508039,0.000820426,0.014367224,0.000773236,0.009454782,0.000308081,0.003105078,0.000335721,0.000567624,0,0,0.001317049,0.021258825,0.003847791,0.018193585,0.021238154,0.004653967,0.049466118,0.013622303,0.092890347,0.016666872,0.089066179,0.012423375,0.076084683,0.008253704,0.039771337,0.002858528,0.009680015,0.000375034,0.000197853,5.32E-05
507.73121,0.000999742,0.003090113,0.005816683,0.016577548,0.044643045,0.07805262,0.053349893,0.034318432,0.003708136,0.003471833,0.008143357,0.007525334,0.017377342,0.006943666,0.003471833,0,0,0.016832028,0,0.010161019,0.001599588,0.003162822,0.000545314,0.001399639,0,0,0.000781617,0.000927034,0.000345366,0.000363543,0.001247969,0.000876605,0.005452878,0.002258451,0.007805625,0.002161826,0.018880182,0.001548319,0.020873207,0.001289878,0.014093198,0.000564613,0.00479979,0.000689177,0.000975558,0.000130464,0.004478771,0.005304563,0.052876453,0.00683285,0.030230272,0.032453887,0.007855054,0.058616849,0.015429109,0.095840542,0.016809728,0.094931598,0.014173218,0.080223623,0.010693711,0.042053711,0.003886667,0.014633424,0.00109532,0.004163365,0.000162004
799.23093,0,0.001844811,0.064193163,0.016071742,0.039991746,0.049434676,0.035645497,0.032018411,0.013195087,0.00991195,0.010287165,0.012507192,0.00372089,0.007066563,0.018197964,0,0.001156915,0.038365811,0,0.018823324,0.009161518,0.001969883,0.010787453,0.004096105,0.00278285,0.002657778,0.006128524,0.003126798,0.004064837,0.011944368,0.00025998,0.000434915,0.003112706,0.001443107,0.005408018,0.00088305,0.012592269,0.001106456,0.014416533,0.00061646,0.008774974,0.000251607,0.003534842,0.000300519,0.000611173,0.000471211,0.012712019,0.005971039,0.060504339,0.004673876,0.026498932,0.025880135,0.005445595,0.050082582,0.011354399,0.078952682,0.013617988,0.078950904,0.012111003,0.06784189,0.007940344,0.035749776,0.002978407,0.01146909,0.000951312,0.002851269,9.16E-05
1073.98394,0.005196674,0.010567539,0.084685469,0.021657648,0.036115435,0.054463469,0.032138092,0.028944605,0.024735008,0.016809354,0.014399723,0.04200887,0.024618882,0.013964248,0.009522398,0.001596743,0.003425741,0.056844069,0,0.047292639,0.009144985,0.01416747,0.013470709,0.008738542,0.008381452,0.003541867,0.011670743,0.01315136,0.007461147,0.007606305,0.000187379,0.000610881,0.00305377,0.001626905,0.004702198,0.001369259,0.012530965,0.001113512,0.014359809,0.0007837,0.008285187,0.000284234,0.003231653,0.000467181,0.000621009,0,0.002627644,0.002398554,0.044421543,0.003273515,0.021288888,0.023842009,0.004153997,0.038788117,0.006911367,0.044424303,0.007521356,0.044269736,0.006221335,0.040794732,0.004556976,0.018548078,0.001763724,0.0046453,0,0,0
1291.21188,0.00353316,0.00524569,0.031275009,0.013028883,0.035160916,0.053162395,0.027992186,0.025847256,0.013666104,0.009006429,0.006645299,0.01552656,0.016869275,0.007157352,0.004619849,0.0004324,0.001257373,0.026461719,0,0.020533292,0.005496027,0.00685012,0.006895636,0.00064291,0.005598437,0.000682736,0.006525821,0.003971249,0.003288513,0.008841434,6.33E-05,0.000515061,0.002386563,0.000869035,0.003911696,0.001189133,0.010381412,0.000802665,0.01104062,0.000656097,0.005049669,0.000200839,0.002124193,0.000256493,0.00044316,0,0.002102881,0.001816841,0.035855494,0.00300637,0.016911815,0.021624556,0.004681178,0.050054869,0.01237267,0.087123564,0.017754151,0.112829602,0.018085562,0.119824737,0.01096812,0.052919206,0.003992711,0.016742164,0.001100757,0.004032165,9.67E-05
1320.182156,0.002509553,0.004158687,0.076317978,0.014163805,0.039562684,0.070151649,0.024058612,0.027627141,0.017451043,0.009883777,0.027930494,0.010407749,0.004362761,0.006894375,0.017235939,0.000948666,0.002454398,0.034797292,0,0.013038643,0.006028442,0.00783201,0.010700071,0.007004685,0.005887797,0.000523973,0.004627505,0.002029704,0.0055155,0.010959299,0.0004743,0.00031384,0.004632095,0.001355256,0.005177187,0.001612463,0.01453262,0.001201875,0.011440623,0.000382272,0.00473199,0.000511269,0.002297563,0.001036696,0.000284737,0.000479095,0.007777737,0.003488328,0.03980803,0.003047216,0.014880426,0.023454065,0.00439386,0.049218143,0.008947419,0.069551617,0.011117589,0.089720214,0.011719263,0.097952012,0.005506569,0.030189879,0.002133914,0.008868002,0.000550743,0.0020286,0.000118263
1503.26506,0.003124557,0.005234553,0.057653598,0.019820722,0.052918974,0.106793695,0.021989532,0.038795975,0.013873035,0.007991515,0.007432771,0.010755829,0.003903859,0.006080021,0.019372256,0.000610208,0.00205118,0.045037738,0,0.014924356,0.007984163,0.005528629,0.013556903,0.008035626,0.001267468,0.000514633,0.003014279,0.001926198,0.003470097,0.005660963,0,0.000356365,0.002515011,0.000806935,0.003123308,0.00077679,0.012741932,0.00054639,0.007762512,0.000200253,0.003066246,0.000248702,0.001245124,0.000567385,0.000127042,0.000267955,0.006275606,0.002928371,0.035740402,0.002879049,0.012434901,0.021410673,0.003532007,0.047732882,0.00775525,0.062911381,0.01010943,0.084140964,0.011881322,0.103073785,0.006329344,0.038216045,0.001972123,0.013195335,0.0004807,0.003186756,0.000138395
1778.97214,0.002235492,0.003126563,0.05252625,0.015320156,0.083963836,0.143837509,0.016320656,0.015070031,0.008910703,0.007253625,0.004580414,0.008379188,0.002985867,0.011537016,0.006378188,0,0.003064031,0.024074531,0.005565281,0.012725109,0.009426586,0.002751375,0.010192594,0.00450225,0.000953602,0.001281891,0.002157328,0.000953602,0.001516383,0.007363055,0,0.000597649,0.002932536,0.000784149,0.003905608,0.001033018,0.012780117,0.000856812,0.00797955,0.000294889,0.003994014,0.000495316,0.003043346,0.00184926,0.000368762,0.000729192,0.005157321,0.004477988,0.03124059,0.004042966,0.011915126,0.020532682,0.006150768,0.050410244,0.009054449,0.074801413,0.017755519,0.086944645,0.013723772,0.096439725,0.005946968,0.033570266,0.002271714,0.011926967,0.000513551,0.002525997,0
2052.7476,0.00411789,0.003626495,0.035744068,0.013631296,0.099114359,0.172843256,0.023921106,0.024029213,0.007223506,0.005454484,0.003665806,0.006614176,0.002456975,0.004275136,0.006240716,0,0.002368524,0.022653307,0.007881975,0.009788587,0.007823007,0.002044203,0.010800861,0.0050024,0.001068293,0.001159692,0.001621603,0.001660915,0.001857473,0.006673143,2.49E-05,0.000857933,0.007516094,0.003102172,0.008455065,0.001278795,0.018742152,0.001110234,0.010524801,0.000549444,0.005955824,0.000480291,0.004256166,0.003538161,0.00058186,0,9.62E-05,0.0008332,0.017717409,0.003046977,0.011566829,0.019350553,0.003732772,0.04502336,0.00709703,0.05667288,0.008085725,0.090215697,0.010802838,0.114281426,0.004918307,0.034242992,0.00120441,0.007752265,0.000142911,0.000493449,0.00038649
2300.52796,0.004224163,0.004296743,0.049724642,0.016845846,0.074909945,0.104950858,0.019262765,0.022652256,0.009885413,0.006495921,0.005189479,0.009036225,0.004245937,0.006909628,0.011678142,0.000638705,0.003745134,0.032494121,0.009449932,0.012280557,0.008658809,0.004093519,0.016098271,0.00712011,0.000798381,0.00098709,0.002010469,0.002460466,0.003476588,0.004529,0,0.000415868,0.003447787,0.001439209,0.004104249,0.000679324,0.013983841,0.000408248,0.006009405,8.82E-05,0.002918698,0.00051167,0.002483234,0.003051515,0.000134994,0.000174163,0.003141893,0.002318104,0.027293022,0.002930286,0.01066833,0.019216231,0.003790649,0.045540038,0.006681748,0.063073858,0.01004657,0.11031111,0.012963793,0.125977907,0.00534505,0.037223773,0.001373272,0.010154551,0.000269081,0.002312879,0.000368354
3107.96384,0.006840528,0.005915183,0.044598136,0.016123266,0.059860479,0.059854623,0.01713646,0.025324011,0.009921109,0.005739484,0.005464223,0.007883006,0.002957591,0.004901988,0.012076344,0.000333827,0.002143522,0.051110694,0,0.015531747,0.007332484,0.010102664,0.017956387,0.031842425,0.000657112,0.001270886,0.001001481,0.008702932,0.003139147,0.003906363,0,0.000844876,0.002515406,0.001686091,0.004644531,0.001085616,0.018390474,0.000858607,0.012261231,0.000204125,0.002896195,0.00034326,0.001264111,0.000630682,0.000244401,0.000311017,0.004591306,0.002661216,0.025153056,0.003025206,0.009339432,0.018567673,0.004173295,0.051579026,0.007646407,0.072963162,0.010383149,0.090309319,0.013105205,0.121615585,0.006867029,0.04630065,0.003335174,0.015645266,0.000587943,0.004121371,0.000220806
3411.46018,0.001777953,0.002686255,0.041511332,0.018629853,0.052468932,0.080974154,0.022205084,0.037491613,0.006493393,0.004483533,0.003575231,0.005082626,0.001584697,0.003517254,0.01432025,0,0.00152672,0.032389661,0.005256556,0.010474461,0.007189113,0.005121277,0.013856436,0.014726087,0.000303412,0.001198186,0.000912167,0.004734766,0.002029185,0.003478603,0,0.000499394,0.003624246,0.002508228,0.003904707,0.000767239,0.013982452,0.000643021,0.009658122,0.000291912,0.005028101,0.000290941,0.002263868,0.001418799,0.0003317,0.000126131,0.003736818,0.002962472,0.030854889,0.003437457,0.010416948,0.019042522,0.00457343,0.045221,0.007321959,0.065010726,0.011016467,0.102929725,0.014393254,0.13865501,0.007400192,0.05731277,0.003024739,0.021336023,0.00081905,0.004986149,0.00021075
3447.26196,0.004905074,0.004078896,0.046797527,0.012150025,0.040540524,0.077568345,0.023855184,0.023728079,0.008521772,0.005084176,0.03728203,0.009278621,0.003524258,0.004668198,0.013236189,0,0.002403429,0.037316695,0.006314777,0.010954088,0.006112566,0.005875689,0.018118154,0.011994033,0,0.001513698,0.001282599,0.007227618,0.003148722,0.011531835,0,0.000281479,0.003926722,0.003235263,0.004463456,0.001108434,0.014132529,0.000589183,0.01096108,0.000177454,0.004896165,0.000786743,0.002823534,0.0029363,0.000228156,0.000120905,0.002940115,0.001866198,0.024842338,0.002389644,0.009433403,0.017280822,0.004608599,0.042218462,0.007598498,0.062052505,0.010608311,0.099177327,0.012559854,0.126817539,0.006319754,0.054162413,0.002355506,0.01926508,0.000618747,0.003035417,0.000169266
3479.286158,0.001263311,0.002485202,0.04315968,0.013658258,0.05882681,0.08015813,0.019353513,0.013533998,0.007880162,0.004815079,0.003147923,0.006244071,0.002392007,0.006616851,0.004235199,0,0.001894967,0.040560573,0.006989632,0.01099702,0.007735192,0.007673062,0.017717421,0.016547305,0,0.002681947,0.001315086,0.020554694,0.001687867,0.005995551,0,0.000970527,0.006406881,0.003106429,0.006338087,0.001367636,0.013731974,0.001191738,0.012953822,0.00038887,0.004544507,0.000205557,0.002169269,0.001128712,0.000476613,0.000337886,0.005401204,0.003004668,0.033930658,0.00295006,0.0113761,0.020866992,0.004370483,0.053176481,0.008949468,0.072724199,0.010875322,0.107427433,0.01272547,0.122486144,0.007497398,0.04035886,0.001834945,0.011264403,0.000401491,0.002939201,0
3498.179666,0.004464901,0.005327352,0.053754356,0.018180161,0.050533521,0.072155854,0.01682161,0.015516485,0.009853312,0.005693703,0.005312087,0.008586348,0.003381113,0.005991363,0.006052421,0,0.00241181,0.043824721,0.00641114,0.012547517,0.008601613,0.009723562,0.019447125,0.022851135,0.000964724,0.00161805,0.001137214,0.014203728,0.002182841,0.007067519,0,0.001386238,0.005379492,0.003129737,0.005211563,0.001234773,0.013514997,0.000896445,0.010693953,0.000169575,0.003273794,0.000589398,0.00273214,0.001837341,0.00039595,0.000122813,0.004261397,0.002274064,0.029157861,0.00304342,0.011208433,0.020656382,0.004585683,0.04602938,0.007852399,0.064205148,0.011021677,0.100809924,0.013456108,0.122721837,0.006691768,0.045504127,0.002113698,0.014831915,0.000485161,0.003684888,0.000219236
3532.042874,0.001394469,0.002510045,0.032022083,0.013285488,0.050124829,0.064931556,0.02735695,0.029258499,0.007656904,0.004741195,0.003524204,0.006820222,0.002712876,0.005983541,0.010166948,0,0.001546593,0.045408987,0.007200532,0.011840311,0.009102081,0.008316107,0.020131064,0.024010224,0,0.001952257,0.001369115,0.016936462,0.002433983,0.005932833,0,0.000720577,0.003505292,0.003616827,0.004416653,0.001364841,0.01132891,0.000970064,0.011143263,0.000236279,0.00450324,0.000587028,0.002284273,0.001548287,0.000379367,0,0.001668169,0.001561997,0.025416638,0.002452767,0.011948915,0.020397734,0.004522232,0.045263713,0.007747,0.064151637,0.011095935,0.114488241,0.014587034,0.150619312,0.006552108,0.044169596,0.001140905,0.006859829,0,0,8.10E-05
3639.150413,0.004402167,0.00417271,0.042194512,0.010894937,0.053182932,0.066108985,0.032718806,0.035200336,0.007249128,0.004410665,0.005158523,0.007240629,0.002753479,0.004844083,0.015322599,0,0.002116099,0.04833035,0.006263314,0.012110207,0.009603182,0.00977315,0.020277161,0.028546096,0,0.002362553,0.0010538,0.023192109,0.002337058,0.006322803,0,0.001015509,0.005072463,0.003865943,0.005628732,0.001207028,0.011533821,0.001128286,0.014395432,0.000591322,0.005212673,0.000292105,0.002171736,0.001154195,0.000365258,0,0.003229126,0.001740497,0.030568585,0.002434319,0.012359308,0.019684838,0.003801767,0.037363056,0.006025801,0.047291609,0.00877733,0.083062676,0.011476585,0.124822714,0.007090296,0.055963203,0.002616091,0.016474721,0.000532247,0.002759845,0.000148507
3775.041999,0.004276052,0.00410229,0.042057921,0.009028061,0.048064037,0.054787864,0.025233241,0.020299916,0.008846744,0.005431946,0.010251949,0.008438782,0.003966303,0.005348843,0.010108406,0,0.002447776,0.047180118,0.006716273,0.013289003,0.009194268,0.008952512,0.021765559,0.023578726,0,0.001654515,0.000846145,0.017172203,0.001594076,0.006572731,0,0.000162659,0.003125368,0.003379522,0.004229123,0.000778437,0.007748067,0.00066661,0.008482935,0.000158302,0.002938021,0.000556234,0.001644013,0.001405835,0.000357268,0.000323708,0.00433096,0.002205034,0.028621801,0.002679685,0.011401619,0.021640253,0.006647838,0.045566467,0.01017953,0.05972688,0.053754646,0.087596696,0.020067177,0.104587736,0.007438013,0.049385496,0.004487359,0.01643819,0.00080927,0.005272987,0
4077.487317,0.006392728,0.00649556,0.055552179,0.014830672,0.044851929,0.044766236,0.01810416,0.019829454,0.016121786,0.008352251,0.008535063,0.011185846,0.005164456,0.00870645,0.00852935,0,0.002964992,0.051484599,0.006866898,0.013865193,0.010820221,0.008415093,0.023085804,0.018481211,0.000975762,0.001673878,0.001759571,0.013910896,0.00221089,0.007638139,0,0.000693735,0.004868879,0.00336957,0.00492646,0.001061365,0.010234945,0.00064003,0.010535582,0.000298976,0.005309039,0.000767372,0.002195259,0.00128615,0.000359879,2.84E-05,0.002740793,0.001634779,0.027413417,0.002088528,0.012892521,0.024803443,0.003857785,0.05314906,0.008372409,0.067830049,0.011924644,0.11097924,0.012514702,0.113990819,0.005399252,0.037264171,0.001340207,0.011114116,0.000313782,0.002049191,0.000180219
4301.257538,0.0022333,0.002791624,0.036577088,0.011752058,0.054334543,0.080548577,0.019228164,0.016981247,0.007639518,0.004820659,0.004820659,0.005678573,0.002301388,0.006236897,0.005624102,0,0.002982272,0.033935258,0.00980473,0.00797996,0.008946816,0.006577339,0.017594042,0.01661357,0.000437128,0.002941419,0.000204265,0.017171894,0.001892858,0.005188336,0,0.000242649,0.001304155,0.001229651,0.003318487,0.000770326,0.008566548,0.000308951,0.008202232,0.000187968,0.004719701,0.000314419,0.002549527,0.001003406,0.000261104,0.000576064,0.004187789,0.00338846,0.028032857,0.002962467,0.010556092,0.019768385,0.005276203,0.0485516,0.00922651,0.070844875,0.024602798,0.114742148,0.0159513,0.135876974,0.006913827,0.048407321,0.002838724,0.015547423,0.000766682,0.004164093,0
4448.82176,0.00276907,0.003830343,0.038486407,0.01574832,0.061114706,0.101626071,0.027788284,0.021554828,0.009270894,0.004196299,0.004903815,0.005660124,0.002134745,0.005708919,0.0050258,0,0.001683399,0.038254634,0.00695317,0.007831465,0.009673446,0.007526502,0.015699526,0.020713128,0.000535516,0.001622406,0.000475743,0.019420082,0.002061554,0.005050197,0,0.001072874,0.006626457,0.005595516,0.009671211,0.002118134,0.018382051,0.001510615,0.015656398,0.000489902,0.008037865,0.000740478,0.004090014,0.002168249,0.000582973,0,0.000244407,0.000935122,0.018429345,0.002175222,0.011938747,0.023712786,0.004506651,0.052901349,0.006821079,0.05891801,0.008616938,0.098413108,0.011335168,0.125440264,0.005399268,0.036483579,0.001394182,0.007589367,0.000110514,0.000299664,0.000273098
4626.04132,0.010164277,0.006493118,0.040408878,0.013913823,0.058307411,0.100231786,0.044328265,0.062070023,0.011509933,0.005918274,0.004742458,0.009837661,0.028611524,0.005983597,0.002482278,0.000352745,0.002338567,0.030923962,0.005800693,0.023594709,0.024509232,0.003200833,0.01124864,0.006166502,0.001975371,0.002038081,0.001097428,0.024313263,0.002129534,0.007185543,0,0.000541627,0.003427746,0.004595455,0.004846725,0.001179575,0.011718969,0.001160729,0.01350578,0.000680524,0.006972053,0.00026174,0.002497348,0.001398738,0.000498353,0.000225497,0.004320433,0.00325052,0.03883112,0.003679925,0.01506754,0.021400656,0.002989039,0.035772513,0.00441399,0.040767039,0.00612681,0.066759205,0.007976368,0.089618397,0.004346821,0.036386633,0.001940716,0.010823872,0,0,0.000139137
4827.85237,0.00546255,0.005659119,0.05637393,0.01505305,0.048759466,0.081927904,0.025243602,0.024529746,0.016263501,0.007676538,0.017153235,0.011214781,0.005214252,0.007676538,0.011245818,0,0.003103722,0.051728693,0.009362893,0.012166589,0.012176934,0.009093904,0.023195146,0.022160572,0,0.00174843,0.001355292,0.017287729,0.00293819,0.010128478,0,0.000423591,0.004106163,0.005583008,0.003730909,0.000896792,0.011429329,0.000675456,0.012078072,0.000393062,0.006472167,0.000898064,0.00273617,0.001755423,0.000409599,0.000385458,0.005263539,0.002596456,0.029805972,0.002582091,0.011173498,0.019257346,0.003313504,0.036195958,0.006328936,0.051852503,0.009382674,0.081149717,0.010451662,0.097141443,0.005860879,0.0408035,0.002419289,0.013382102,0.000495589,0.002509069,0.000160408
4974.434339,0.006104245,0.004955867,0.044764465,0.012197341,0.053115295,0.077732963,0.020871501,0.018786581,0.013724796,0.006343955,0.007988478,0.008456749,0.003958004,0.00730837,0.006338381,0,0.002213137,0.043214711,0.006093096,0.008607264,0.009304096,0.009872711,0.018017279,0.02321843,0.000833411,0.001750441,0.001187401,0.019293875,0.001499582,0.006187865,0,0.000800504,0.003924359,0.007037792,0.00635453,0.001359359,0.011380966,0.000816788,0.013082281,0.000456593,0.006235985,0.000395367,0.002911516,0.001024567,0.000458547,4.92E-05,0.001765729,0.00138517,0.023576913,0.002629243,0.012261736,0.026187611,0.003664492,0.048767976,0.00770793,0.06461519,0.011145054,0.102323576,0.012553606,0.117772493,0.006211495,0.038663009,0.002658268,0.012302856,0.000414422,0.002946106,0.000218499
5102.59771,0.005530145,0.003197867,0.033818042,0.010050438,0.053582301,0.08089641,0.017107385,0.019704149,0.010290879,0.004929043,0.006407755,0.006323601,0.003089668,0.005890807,0.005626322,0,0.002813161,0.033781976,0.009954262,0.008956431,0.00783838,0.006936726,0.016626503,0.013705143,0,0.001298382,0.001021875,0.015772937,0.001550845,0.006299557,0,0.000720601,0.004846869,0.005469639,0.005219749,0.000967138,0.011230538,0.001167274,0.012036113,0.000439405,0.006071724,0.000391886,0.002934397,0.001287467,0.000403626,0.000642972,0.00530139,0.003416257,0.030224259,0.002970513,0.012314452,0.026587424,0.005280124,0.050937373,0.009288482,0.066636391,0.01997674,0.106591123,0.014001523,0.132027703,0.005990645,0.0401382,0.002369238,0.01390687,0.000596271,0.004614636,0
5953.54755,0.010609405,0.006229781,0.048192435,0.009946662,0.03019345,0.037875741,0.015276218,0.018137057,0.016071509,0.006439649,0.010819273,0.008289806,0.00392675,0.006229781,0.005119687,0.000624083,0.001916431,0.03889747,0.006091709,0.009466174,0.009372285,0.007731997,0.016795003,0.017281014,0,0.001463557,0.001402805,0.012150282,0.002441102,0.010493425,0,0.000699778,0.005647872,0.006595897,0.005226319,0.00117098,0.009995487,0.000783152,0.007987959,0.000246374,0.003446429,0.000541461,0.002298868,0.001117584,0.000237006,0.000261572,0.003228599,0.002091939,0.021755655,0.00258708,0.00897618,0.020076758,0.003218416,0.044597056,0.006224902,0.056444163,0.010438692,0.122713501,0.014564018,0.178504052,0.007040803,0.054627797,0.002635448,0.018537875,0.000709617,0.005107335,0.000178836
6058.197182,0.016553137,0.009474241,0.065424303,0.011456332,0.034667457,0.054143986,0.0172572,0.018795425,0.019698462,0.009015069,0.017425563,0.011088995,0.005081499,0.007538067,0.005724339,0,0.003244813,0.045588089,0.012305799,0.011540513,0.013254754,0.009405365,0.021825958,0.021037713,0,0.001974438,0.001163235,0.018864301,0.002739724,0.011762446,0,0.00030316,0.004868978,0.012622275,0.00422829,0.001001534,0.007054924,0.000649279,0.007035286,0.000162013,0.004343663,0.001342743,0.003150659,0.002345504,0.000271249,0.000598152,0.005226623,0.003544398,0.026865443,0.003736885,0.0085522,0.018501342,0.002755012,0.03824664,0.005234147,0.04701578,0.008202964,0.101606276,0.010959857,0.126830249,0.005120661,0.03940031,0.002303576,0.013319863,0.000505984,0.003770743,0.000272115
6914.589826,0.010112127,0.007615,0.038816721,0.011645016,0.030558896,0.058076738,0.030608345,0.026875017,0.01492095,0.006156283,0.008690495,0.011138174,0.004042378,0.005328028,0.006650763,0,0.002410593,0.045665277,0.008443255,0.010841486,0.016552736,0.009419854,0.016243685,0.018679002,0.001542779,0.002052094,0.002954521,0.030002606,0.003696242,0.01123707,0,0.000391394,0.006518717,0.008156863,0.009466509,0.00111661,0.011320914,0.001051781,0.019911261,0.000597009,0.010213012,0.000431549,0.002821036,0.000547177,0.000428647,0,0.000935135,0.001371978,0.024275187,0.003457628,0.016372473,0.039136355,0.004234575,0.049284732,0.006682841,0.056642306,0.008635856,0.104997379,0.009096427,0.111714899,0.003804425,0.027322134,0.000952779,0.006294671,0.0001229,0.000512895,0.000203819
6936.603052,0.011020725,0.004250851,0.036242442,0.008013642,0.02673313,0.056803966,0.020750451,0.012925736,0.010107579,0.00469168,0.004849119,0.010123323,0.00440829,0.005699289,0.004156388,0,0.002251377,0.04294934,0.008407239,0.01031225,0.01415376,0.01002886,0.015917076,0.016310673,0.001328785,0.002786669,0.003369193,0.042414048,0.003935973,0.010202043,0,0.00160086,0.012655807,0.015038544,0.014216911,0.002112393,0.014505808,0.001622064,0.018428445,0.00049033,0.008574144,0.001190043,0.00406311,0.001383525,0.00055129,0.001894487,0.007664413,0.005090224,0.038539605,0.004363752,0.01548852,0.029548097,0.003933285,0.047119107,0.007498257,0.062635012,0.009462591,0.108022095,0.009222588,0.110253203,0.003774821,0.02554435,0.001320633,0.005873619,0.000171387,0.001002783,0
7029.95075,0.008005219,0.006227737,0.050808904,0.008970388,0.023998189,0.053769918,0.028998721,0.024382509,0.014599808,0.005830315,0.01089199,0.014464422,0.004808372,0.00651161,0.009503195,0.001069983,0.002611632,0.047537813,0.00681732,0.009773967,0.016717938,0.010036003,0.013590967,0.013787494,0.002107648,0.003179378,0.002602897,0.044109501,0.003996059,0.011005539,0,0.000270672,0.004267404,0.002813621,0.005690591,0.001234221,0.007267832,0.000596414,0.012479348,0.000400249,0.007454639,0.000470797,0.002000165,0.000359936,0.000381892,0.000538432,0.005453687,0.003559559,0.038581693,0.00367219,0.014449764,0.020018829,0.00233023,0.032644516,0.004514178,0.043359592,0.007806581,0.09633542,0.009717878,0.135914311,0.005971516,0.048171144,0.002212105,0.014377652,0.000480743,0.003339791,0.00014697
